ticker,as_of,close,market_cap,volume,trading_value,avg_trading_value_20d,high_52w,low_52w,return_6m,volatility_1y,beta_kospi200
028300,2026-07-28,30400.0,4049225979200.0,574078,17451971200.0,45496778767.5,68200.0,25650.0,-0.4165,79.75,
028670,2026-07-28,5060.0,2704921730720.0,1176218,5951663080.0,9170653135.3,6200.0,3550.0,0.1333,49.66,
029780,2026-07-28,47450.0,5497504377950.0,98524,4674963800.0,4684000936.25,67400.0,45200.0,-0.1147,31.02,
030000,2026-07-28,18820.0,2165075854500.0,280967,5287798940.0,5815617698.1,23150.0,17980.0,-0.0995,26.91,
030190,2026-07-28,14100.0,830652530700.0,56319,794097900.0,1084941637.1,18200.0,13060.0,-0.1429,37.49,
030200,2026-07-28,53900.0,13583968821500.0,322196,17366364400.0,23533526267.35,68900.0,48250.0,-0.0236,32.22,
030530,2026-07-28,14920.0,1152390676520.0,490939,7324809880.0,11204896522.25,48700.0,5660.0,-0.6518,107.02,
030610,2026-07-28,9030.0,1029085537830.0,83200,751296000.0,502153553.5,16720.0,8290.0,-0.1216,54.15,
031210,2026-07-28,41700.0,2911560636600.0,36080,1504536000.0,1364499507.5,62000.0,40050.0,-0.1429,36.78,
031330,2026-07-28,8920.0,891955997640.0,1188393,10600465560.0,10655877404.75,18860.0,2875.0,1.197,82.52,
031980,2026-07-28,94200.0,2031177609000.0,176267,16604351400.0,35939244732.5,166500.0,30600.0,0.5912,96.72,
032190,2026-07-28,17460.0,668718000000.0,96143,1678656780.0,1412401109.0,30600.0,15180.0,-0.0391,66.41,
032350,2026-07-28,11350.0,904883948300.0,450985,5118679750.0,9032536945.0,26550.0,10990.0,-0.4758,60.17,
032500,2026-07-28,14550.0,613889249550.0,203502,2960954100.0,3672472036.5,38200.0,11430.0,-0.0503,92.99,
032640,2026-07-28,14620.0,6205133441840.0,743175,10865218500.0,13872724212.5,17810.0,13900.0,-0.0525,35.16,
032820,2026-07-28,9030.0,1549594829580.0,1971987,17807042610.0,29781500358.75,29300.0,3360.0,0.1316,110.96,
032830,2026-07-28,285000.0,57000000000000.0,422594,120439290000.0,158581112351.85,497000.0,119700.0,0.6267,61.31,
033100,2026-07-28,41900.0,673014937100.0,94917,3977022300.0,10582494026.25,91500.0,32150.0,0.022,76.88,
033780,2026-07-28,181700.0,18862359855200.0,279802,50840023400.0,47236261277.55,189000.0,129100.0,0.2445,31.05,
034020,2026-07-28,64700.0,41444306146200.0,2148321,138996368700.0,201455222962.5,136400.0,57400.0,-0.3211,66.84,
034220,2026-07-28,9000.0,4500000000000.0,4959313,44633817000.0,47143001081.0,16690.0,9000.0,-0.2783,66.61,
034230,2026-07-28,9910.0,917957175620.0,390982,3874631620.0,9925171407.75,23650.0,9670.0,-0.4311,60.19,
034730,2026-07-28,541000.0,39223962323000.0,289124,156416084000.0,174916304533.75,858000.0,178900.0,0.8339,67.5,
035250,2026-07-28,14350.0,3070046175000.0,442112,6344307200.0,6192546409.8,20100.0,14110.0,-0.2001,22.59,
