date,pmi_kr,pmi_us,cpi_kr_yoy,cpi_us_yoy,yield_spread_2y10y,hy_oas_bp,real_rate_kr
2026-07-25,52.1,44.8,3.2,4.27,0.35,275.0,-1.0
